sensor_id,location_id,parameter_name,parameter_id,parameter_units,last_value,last_datetime,expected_interval,observed_interval,coverage_datetime_from,coverage_datetime_to
14683997,6135441,pm25,2,µg/m³,80.0,2025-11-20T08:00:00Z,01:00:00,08:00:00,2025-11-19T23:00:00Z,2025-11-20T08:00:00Z
14686623,6135442,pm25,2,µg/m³,9.0,2026-03-18T19:00:00Z,01:00:00,61:00:00,2025-11-20T12:00:00Z,2026-03-18T19:00:00Z
14721548,6135443,pm25,2,µg/m³,50.9,2026-09-15T20:00:00Z,01:00:00,1164:00:00,2025-11-25T08:00:00Z,2026-09-15T20:00:00Z
14673710,6135444,pm25,2,µg/m³,97.0,2025-11-25T00:00:00Z,01:00:00,32:00:00,2025-11-18T23:00:00Z,2025-11-25T00:00:00Z
14697986,6135445,pm25,2,µg/m³,215.1,2025-11-26T13:00:00Z,01:00:00,35:00:00,2025-11-22T07:00:00Z,2025-11-26T13:00:00Z
14795550,6135446,pm25,2,µg/m³,440.9,2026-09-13T10:00:00Z,01:00:00,1493:00:00,2025-12-04T07:00:00Z,2026-09-13T10:00:00Z
14756434,6135447,pm25,2,µg/m³,47.7,2026-09-15T17:00:00Z,01:00:00,325:00:00,2025-11-29T18:00:00Z,2026-09-15T17:00:00Z
14744852,6135452,pm25,2,µg/m³,0.4,2026-09-14T15:00:00Z,01:00:00,1807:00:00,2025-11-28T06:00:00Z,2026-09-14T15:00:00Z
14795551,6135455,pm25,2,µg/m³,34.3,2026-09-15T20:00:00Z,01:00:00,53:00:00,2025-12-04T07:00:00Z,2026-09-15T20:00:00Z
14719907,6135456,pm25,2,µg/m³,51.1,2026-09-15T17:00:00Z,01:00:00,2362:00:00,2025-11-25T06:00:00Z,2026-09-15T17:00:00Z
14675087,6135457,pm25,2,µg/m³,20.9,2026-09-15T22:00:00Z,01:00:00,5378:00:00,2025-11-19T06:00:00Z,2026-09-15T22:00:00Z
14723649,6135458,pm25,2,µg/m³,38.0,2026-06-13T14:00:00Z,01:00:00,2269:00:00,2025-11-25T13:00:00Z,2026-06-13T14:00:00Z
14673711,6135460,pm25,2,µg/m³,42.0,2026-09-15T18:00:00Z,01:00:00,1547:00:00,2025-11-18T23:00:00Z,2026-09-15T18:00:00Z
14675088,6135461,pm25,2,µg/m³,33.0,2026-09-15T22:00:00Z,01:00:00,6421:00:00,2025-11-19T04:00:00Z,2026-09-15T22:00:00Z
14686624,6135462,pm25,2,µg/m³,88.8,2026-09-15T19:00:00Z,01:00:00,2116:00:00,2025-11-20T12:00:00Z,2026-09-15T19:00:00Z
14719908,6135463,pm25,2,µg/m³,31.7,2026-03-19T09:00:00Z,01:00:00,248:00:00,2025-11-25T06:00:00Z,2026-03-19T09:00:00Z
14673712,6135465,pm25,2,µg/m³,261.3,2025-11-25T01:00:00Z,01:00:00,45:00:00,2025-11-18T23:00:00Z,2025-11-25T01:00:00Z
14686625,6135466,pm25,2,µg/m³,138.7,2025-11-24T14:00:00Z,01:00:00,06:00:00,2025-11-20T12:00:00Z,2025-11-24T14:00:00Z
14686626,6135469,pm25,2,µg/m³,33.4,2026-09-15T21:00:00Z,01:00:00,1849:00:00,2025-11-20T11:00:00Z,2026-09-15T21:00:00Z
14680875,6135470,pm25,2,µg/m³,45.1,2026-09-15T17:00:00Z,01:00:00,1967:00:00,2025-11-19T21:00:00Z,2026-09-15T17:00:00Z
14686627,6135471,pm25,2,µg/m³,50.1,2026-07-06T04:00:00Z,01:00:00,928:00:00,2025-11-20T12:00:00Z,2026-07-06T04:00:00Z
14721008,6135472,pm25,2,µg/m³,41.4,2026-09-15T17:00:00Z,01:00:00,1782:00:00,2025-11-25T12:00:00Z,2026-09-15T17:00:00Z
14686628,6135473,pm25,2,µg/m³,69.1,2025-12-23T08:00:00Z,01:00:00,26:00:00,2025-11-20T12:00:00Z,2025-12-23T08:00:00Z
14686629,6135474,pm25,2,µg/m³,69.8,2026-09-15T17:00:00Z,01:00:00,1571:00:00,2025-11-20T12:00:00Z,2026-09-15T17:00:00Z
14686630,6135476,pm25,2,µg/m³,290.8,2025-11-23T19:00:00Z,01:00:00,06:00:00,2025-11-20T12:00:00Z,2025-11-23T19:00:00Z
14673713,6135477,pm25,2,µg/m³,127.7,2026-02-26T01:00:00Z,01:00:00,141:00:00,2025-11-18T22:00:00Z,2026-02-26T01:00:00Z
14677803,6135480,pm25,2,µg/m³,51.0,2026-09-15T20:00:00Z,01:00:00,917:00:00,2025-11-19T08:00:00Z,2026-09-15T20:00:00Z
14767646,6135484,pm25,2,µg/m³,56.1,2026-09-15T19:00:00Z,01:00:00,548:00:00,2025-12-01T06:00:00Z,2026-09-15T19:00:00Z
14673714,6135487,pm25,2,µg/m³,31.2,2026-07-21T12:00:00Z,01:00:00,511:00:00,2025-11-18T19:00:00Z,2026-07-21T12:00:00Z
14696761,6135489,pm25,2,µg/m³,65.0,2026-09-15T22:00:00Z,01:00:00,6012:00:00,2025-11-22T07:00:00Z,2026-09-15T22:00:00Z
14677804,6135491,pm25,2,µg/m³,53.7,2026-09-15T17:00:00Z,01:00:00,1752:00:00,2025-11-19T08:00:00Z,2026-09-15T17:00:00Z
14673715,6135492,pm25,2,µg/m³,397.9,2025-11-25T01:00:00Z,01:00:00,51:00:00,2025-11-18T22:00:00Z,2025-11-25T01:00:00Z
14686631,6135493,pm25,2,µg/m³,78.4,2026-09-15T17:00:00Z,01:00:00,1908:00:00,2025-11-20T12:00:00Z,2026-09-15T17:00:00Z
14696252,6135494,pm25,2,µg/m³,29.0,2026-06-15T04:00:00Z,01:00:00,976:00:00,2025-11-21T20:00:00Z,2026-06-15T04:00:00Z
14677805,6135495,pm25,2,µg/m³,25.8,2026-09-15T19:00:00Z,01:00:00,97:00:00,2025-11-19T08:00:00Z,2026-09-15T19:00:00Z
14806380,6135496,pm25,2,µg/m³,114.0,2025-12-10T12:00:00Z,01:00:00,84:00:00,2025-12-05T08:00:00Z,2025-12-10T12:00:00Z
14675089,6135498,pm25,2,µg/m³,7.0,2026-04-29T10:00:00Z,01:00:00,659:00:00,2025-11-19T06:00:00Z,2026-04-29T10:00:00Z
14686632,6135499,pm25,2,µg/m³,41.6,2026-09-15T21:00:00Z,01:00:00,2184:00:00,2025-11-20T12:00:00Z,2026-09-15T21:00:00Z
14673716,6135501,pm25,2,µg/m³,69.7,2025-11-20T01:00:00Z,01:00:00,09:00:00,2025-11-18T22:00:00Z,2025-11-20T01:00:00Z
14686633,6135505,pm25,2,µg/m³,45.5,2026-09-15T18:00:00Z,01:00:00,1033:00:00,2025-11-20T12:00:00Z,2026-09-15T18:00:00Z
14686634,6135506,pm25,2,µg/m³,32.4,2026-09-15T21:00:00Z,01:00:00,1398:00:00,2025-11-20T12:00:00Z,2026-09-15T21:00:00Z
14686635,6135507,pm25,2,µg/m³,55.9,2026-09-15T21:00:00Z,01:00:00,2324:00:00,2025-11-20T12:00:00Z,2026-09-15T21:00:00Z
14673717,6135509,pm25,2,µg/m³,34.1,2026-09-15T21:00:00Z,01:00:00,1292:00:00,2025-11-18T19:00:00Z,2026-09-15T21:00:00Z
14686636,6135510,pm25,2,µg/m³,75.2,2026-09-15T21:00:00Z,01:00:00,1714:00:00,2025-11-20T13:00:00Z,2026-09-15T21:00:00Z
14738103,6135511,pm25,2,µg/m³,112.5,2026-09-14T15:00:00Z,01:00:00,279:00:00,2025-11-27T09:00:00Z,2026-09-14T15:00:00Z
14677806,6135512,pm25,2,µg/m³,110.0,2025-12-11T08:00:00Z,01:00:00,44:00:00,2025-11-19T09:00:00Z,2025-12-11T08:00:00Z
14711055,6135513,pm25,2,µg/m³,61.4,2026-09-14T14:00:00Z,01:00:00,200:00:00,2025-11-24T08:00:00Z,2026-09-14T14:00:00Z
14673718,6135514,pm25,2,µg/m³,18.0,2026-04-15T10:00:00Z,01:00:00,1512:00:00,2025-11-18T19:00:00Z,2026-04-15T10:00:00Z
14719909,6135515,pm25,2,µg/m³,27.5,2026-06-13T14:00:00Z,01:00:00,462:00:00,2025-11-25T03:00:00Z,2026-06-13T14:00:00Z
14686637,6135520,pm25,2,µg/m³,81.2,2025-11-24T14:00:00Z,01:00:00,05:00:00,2025-11-20T12:00:00Z,2025-11-24T14:00:00Z
14727422,6135521,pm25,2,µg/m³,43.4,2026-05-06T12:00:00Z,01:00:00,317:00:00,2025-11-26T06:00:00Z,2026-05-06T12:00:00Z
14796851,6135522,pm25,2,µg/m³,104.7,2026-09-11T09:00:00Z,01:00:00,278:00:00,2025-12-04T08:00:00Z,2026-09-11T09:00:00Z
14686638,6135523,pm25,2,µg/m³,19.1,2026-06-25T05:00:00Z,01:00:00,261:00:00,2025-11-20T12:00:00Z,2026-06-25T05:00:00Z
14686639,6135528,pm25,2,µg/m³,168.4,2025-12-25T04:00:00Z,01:00:00,22:00:00,2025-11-20T12:00:00Z,2025-12-25T04:00:00Z
14719910,6135529,pm25,2,µg/m³,51.9,2026-09-15T21:00:00Z,01:00:00,1678:00:00,2025-11-25T07:00:00Z,2026-09-15T21:00:00Z
14815358,6135530,pm25,2,µg/m³,174.0,2025-12-09T20:00:00Z,01:00:00,24:00:00,2025-12-06T08:00:00Z,2025-12-09T20:00:00Z
14828965,6135533,pm25,2,µg/m³,60.0,2026-09-13T11:00:00Z,01:00:00,1880:00:00,2025-12-07T23:00:00Z,2026-09-13T11:00:00Z
14675912,6135973,pm25,2,µg/m³,45.0,2026-08-13T02:00:00Z,01:00:00,5326:00:00,2025-11-19T09:00:00Z,2026-08-13T02:00:00Z
14682940,6137022,pm25,2,µg/m³,19.7,2026-09-15T23:00:00Z,01:00:00,4595:00:00,2025-11-20T06:00:00Z,2026-09-15T23:00:00Z
14685086,6137242,pm25,2,µg/m³,32.5,2026-09-15T23:00:00Z,01:00:00,5052:00:00,2025-11-20T12:00:00Z,2026-09-15T23:00:00Z
14690927,6138137,pm25,2,µg/m³,105.9,2026-07-22T13:00:00Z,01:00:00,5289:00:00,2025-11-21T09:00:00Z,2026-07-22T13:00:00Z
14690933,6138140,pm25,2,µg/m³,47.2,2026-09-15T23:00:00Z,01:00:00,6164:00:00,2025-11-21T10:00:00Z,2026-09-15T23:00:00Z
14691425,6138207,pm25,2,µg/m³,52.6,2026-09-15T23:00:00Z,01:00:00,3936:00:00,2025-11-21T10:00:00Z,2026-09-15T23:00:00Z
14692617,6138366,pm25,2,µg/m³,9.4,2026-09-15T07:00:00Z,01:00:00,1775:00:00,2025-11-21T16:00:00Z,2026-09-15T07:00:00Z
14719357,6142023,pm25,2,µg/m³,9.0,2026-09-15T23:00:00Z,01:00:00,5513:00:00,2025-11-25T09:00:00Z,2026-09-15T23:00:00Z
14802734,6149617,pm25,2,µg/m³,35.7,2026-06-05T18:00:00Z,01:00:00,1992:00:00,2025-12-05T06:00:00Z,2026-06-05T18:00:00Z
14789220,6150964,pm25,2,µg/m³,64.6,2026-05-16T05:00:00Z,01:00:00,3789:00:00,2025-12-03T20:00:00Z,2026-05-16T05:00:00Z
14852954,6159775,pm25,2,µg/m³,14.2,2026-09-15T23:00:00Z,01:00:00,3645:00:00,2025-12-10T18:00:00Z,2026-09-15T23:00:00Z
15420347,6236626,pm25,2,µg/m³,20.5,2026-09-15T23:00:00Z,01:00:00,3274:00:00,2026-02-11T17:00:00Z,2026-09-15T23:00:00Z
16719735,6416741,pm25,2,µg/m³,42.7,2026-08-02T13:00:00Z,01:00:00,10:00:00,2026-06-24T10:00:00Z,2026-08-02T13:00:00Z
17125528,6472254,pm25,2,µg/m³,38.6,2026-08-03T09:00:00Z,01:00:00,04:00:00,2026-08-03T06:00:00Z,2026-08-03T09:00:00Z
17367962,6505270,pm25,2,µg/m³,520.7,2026-09-12T11:00:00Z,01:00:00,191:00:00,2026-08-24T20:00:00Z,2026-09-12T11:00:00Z
17401726,6509912,pm25,2,µg/m³,15.5,2026-09-16T01:00:00Z,01:00:00,429:00:00,2026-08-27T11:00:00Z,2026-09-16T01:00:00Z
17401731,6509913,pm25,2,µg/m³,21.5,2026-09-16T01:00:00Z,01:00:00,366:00:00,2026-08-27T11:00:00Z,2026-09-16T01:00:00Z
17401736,6509914,pm25,2,µg/m³,47.4,2026-09-16T01:00:00Z,01:00:00,326:00:00,2026-08-27T11:00:00Z,2026-09-16T01:00:00Z
